label,cluster_no
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,3
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,3
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,3
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
chickpea,5
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,0
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,0
pigeonpeas,3
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,0
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,0
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,7
pigeonpeas,3
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,7
pigeonpeas,0
pigeonpeas,3
pigeonpeas,7
pigeonpeas,0
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,7
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,7
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,7
mothbeans,7
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,3
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,3
lentil,0
lentil,0
lentil,3
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,7
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,3
lentil,3
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,3
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,0
mango,0
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,7
mango,0
mango,7
mango,7
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,0
orange,0
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,0
orange,6
orange,6
orange,6
orange,0
orange,0
orange,6
orange,6
orange,6
orange,6
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,6
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,1
papaya,0
papaya,1
papaya,4
papaya,4
papaya,6
papaya,0
papaya,4
papaya,1
papaya,1
papaya,0
papaya,0
papaya,0
papaya,1
papaya,4
papaya,1
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,1
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,0
papaya,1
papaya,6
papaya,4
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
coconut,6
coconut,4
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,4
coconut,6
coconut,6
coconut,6
coconut,6
coconut,4
coconut,6
coconut,6
coconut,6
coconut,6
coconut,4
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,4
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
jute,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,1
coffee,1
coffee,4
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,4
coffee,1
coffee,1
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,1
coffee,1
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
